Register_date;IP_addr;UID;Gender;Age_group;Education_group;Ethnic_group;lineupID;suspectID;Lineup_generator;selectedCandidate;correct;Time_to_decision
2018-02-16 13:53:55.589000;213.192.12.13;470797;F;70;bachelor;white;2;8100303170706;2;8100303170706;TRUE;38.989000082016
2018-02-16 13:53:55.589000;213.192.12.13;470797;F;70;bachelor;white;3;10301206130703;0;10301206130703;TRUE;30.5499999523163
2018-02-16 13:53:55.589000;213.192.12.13;470797;F;70;bachelor;white;4;13430524130707;3;9561025110604;FALSE;44.1420001983643
2018-02-16 13:53:55.589000;213.192.12.13;470797;F;70;bachelor;white;5;8121007141903;3;8121007141903;TRUE;36.5179998874664
2018-02-16 13:53:55.589000;213.192.12.13;470797;F;70;bachelor;white;6;8300518161902;0;8300518161902;TRUE;46.6670000553131
2018-02-16 13:53:55.589000;213.192.12.13;470797;F;70;bachelor;white;7;8510203150012;0;10310914161801;FALSE;64.9079999923706
2018-02-16 13:53:55.589000;213.192.12.13;470797;F;70;bachelor;white;8;10150425165030;1;10150425165030;TRUE;60.2539999485016
2018-02-16 14:35:56.422000;82.99.137.180;927060;F;30;high;white;1;8061205130408;3;8061205130408;TRUE;84.2190001010895
2018-02-16 14:35:56.422000;82.99.137.180;927060;F;30;high;white;2;8100303170706;0;9261102150402;FALSE;52.1719999313354
2018-02-16 14:35:56.422000;82.99.137.180;927060;F;30;high;white;3;10301206130703;0;10301206130703;TRUE;69.1170001029968
2018-02-16 14:35:56.422000;82.99.137.180;927060;F;30;high;white;4;13430524130707;0;13430524130707;TRUE;39.8559999465942
2018-02-16 14:35:56.422000;82.99.137.180;927060;F;30;high;white;5;8121007141903;0;8121007141903;TRUE;27.4549999237061
2018-02-16 14:35:56.422000;82.99.137.180;927060;F;30;high;white;6;8300518161902;2;14250926141805;FALSE;34.0190000534058
2018-02-16 14:35:56.422000;82.99.137.180;927060;F;30;high;white;7;8510203150012;3;11370411160014;FALSE;23.4670000076294
2018-02-16 14:35:56.422000;82.99.137.180;927060;F;30;high;white;8;10150425165030;3;10150425165030;TRUE;22.8280000686646
2018-02-16 14:36:23.584000;92.62.225.173;902532;F;20;high;white;1;8061205130408;1;14541215160707;FALSE;80.923999786377
2018-02-16 14:36:23.584000;92.62.225.173;902532;F;20;high;white;2;8100303170706;2;8100303170706;TRUE;74.9620001316071
